bus_route,bus_link,bus_name,bus_type,departing_time,duration,reaching_time,seat_available,star_rating,price
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:15,6h 45m,04:00,4 Seats,1.9,₹800
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,AC Sleeper (2+1),21:25,6h,03:25,2 Seats,1.9,"₹1,000"
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,A/C Sleeper (2+1),21:30,6h 30m,04:00,2 Seats,1.9,"₹1,200"
Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),23:55,8h 25m,08:20,4 Seats,1.4,"₹1,170"
Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,7h 55m,05:30,2 Seats,1.9,"₹1,250"
Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Tejas Maa Bhawani,A/C Sleeper (2+1),21:45,7h 30m,05:15,13 Seats,1.9,"₹2,000"
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Jyoti Bihar,Tata A/C Seater,18:10,4h,22:10,38 Seats,2.6,₹300
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Yogmaya,NON A/C Seater / Sleeper (2+2),20:45,5h 45m,02:30,64 Seats,2.7,₹300
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Krishna City and Cargo,A/C Seater / Sleeper (2+1),20:00,5h,01:00,26 Seats,3.5,₹600
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,5h,01:00,20 Seats,3,₹555
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Shree Krishna Tours,A/C Seater / Sleeper (2+1),20:25,3h 20m,23:45,12 Seats,3.9,₹648
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Shree Krishna Tours,A/C Seater / Sleeper (2+2),20:30,3h 20m,23:50,45 Seats,3.9,₹509
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),20:55,2h 30m,23:25,22 Seats,4,₹630
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:25,3h 30m,01:55,5 Seats,4,₹720
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:00,2h 45m,22:45,1 Seats,1.4,₹810
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Shree Sai Krishna Luxury And Comfort,A/C Seater / Sleeper (2+1),21:15,4h 45m,02:00,8 Seats,2.4,₹700
Patna (Bihar) to Jaynagar (Bihar),https://www.redbus.in/bus-tickets/patna-to-jaynagar,Bihar state road transport corporation (BSRTC) - 182420,NON A/C Seater Push Back (2+2),22:25,5h 40m,04:05,11 Seats,3.7,₹285
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),23:30,7h 5m,06:35,7 Seats,4.4,₹990
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Prithvi Vahan,Bharat Benz A/C Sleeper (2+1),23:55,5h 35m,05:30,7 Seats,3,"₹1,100"
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Babuan Motors,A/C Seater / Sleeper (2+1),20:15,5h 55m,02:10,12 Seats,1.7,₹700
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,5h,02:35,2 Seats,1.9,"₹1,250"
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Sleeper (2+1),21:45,5h 15m,03:00,13 Seats,1.9,"₹2,000"
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sadhvi Rath,A/C Seater / Sleeper (2+1),23:28,6h 2m,05:30,4 Seats,2.1,₹900
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),23:55,4h 35m,04:30,4 Seats,1.4,"₹1,170"
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Pammi Travels,A/C Seater / Sleeper (2+1),23:59,6h 41m,06:40,59 Seats,0.0,"₹1,111"
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Bihar state road transport corporation (BSRTC) - 152896,Non AC Seater (2+2),21:59,8h 1m,06:00,7 Seats,2.9,₹400
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,9h,05:00,13 Seats,3.6,₹555
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Raj Rath,A/C Seater / Sleeper (2+2),21:00,9h,06:00,51 Seats,2.5,₹475
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,9h 20m,06:45,14 Seats,4.5,₹675
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,MAA SHANTI TRAVELS,A/C Sleeper (2+1),20:27,7h 48m,04:15,12 Seats,4.5,₹810
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Mahuli Travels,A/C Seater/Sleeper (2+1),21:00,9h,06:00,32 Seats,4.3,₹578
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Sri Sai,A/C Seater / Sleeper (2+1),20:45,8h 45m,05:30,12 Seats,4,₹422
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Rekha Luxury,A/C Seater / Sleeper (2+1),20:20,9h 10m,05:30,6 Seats,4.2,₹700
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Grayhound,Volvo Multi-Axle A/C Sleeper (2+1),20:30,6h 55m,03:25,15 Seats,3.9,₹945
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Jharkhand Paryatak,A/C Seater / Sleeper (2+1),20:30,8h 30m,05:00,23 Seats,3.1,₹550
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,9h,05:40,33 Seats,2.3,₹486
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Puja Rath,A/C Seater / Sleeper (2+1),21:00,8h 40m,05:40,17 Seats,3.1,₹540
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Grayhound,Volvo Multi-Axle A/C Sleeper (2+1),20:30,6h 55m,03:25,15 Seats,3.9,₹945
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Divya Rath,A/C Sleeper (2+1),20:15,8h 15m,04:30,27 Seats,4.2,₹900
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Jharkhand Paryatak,A/C Seater / Sleeper (2+1),20:30,8h 30m,05:00,23 Seats,3.1,₹550
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,9h,05:40,33 Seats,2.3,₹486
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Puja Rath,A/C Seater / Sleeper (2+1),21:00,8h 40m,05:40,17 Seats,3.1,₹540
Patna (Bihar) to Madhubani (Bihar),https://www.redbus.in/bus-tickets/patna-to-madhubani,Bihar state road transport corporation (BSRTC) - 182420,NON A/C Seater Push Back (2+2),22:25,5h 5m,03:30,8 Seats,2.3,₹253
Patna (Bihar) to Madhubani (Bihar),https://www.redbus.in/bus-tickets/patna-to-madhubani,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:00,5h 45m,01:45,1 Seats,1.4,"₹1,080"
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:30,10h 30m,06:00,31 Seats,1.7,₹800
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),18:15,10h 15m,04:30,50 Seats,2.2,₹800
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),18:55,11h 5m,06:00,4 Seats,2.9,₹800
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Tejas Maa Bhawani,A/C Sleeper (2+1),18:51,11h 9m,06:00,2 Seats,2.1,"₹1,200"
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Tejas Maa Bhawani,AC Sleeper (2+1),18:45,11h 15m,06:00,2 Seats,2.4,"₹1,000"
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Tejas Maa Bhawani,Non AC Seater (2+2),18:30,11h,05:30,13 Seats,2.4,₹599
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,JGD Travels Pvt Ltd.,A/C Sleeper (2+1),18:20,10h 10m,04:30,29 Seats,0.0,"₹1,150"
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),18:55,9h 5m,04:00,4 Seats,1.9,₹800
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,AC Sleeper (2+1),18:45,8h 40m,03:25,2 Seats,1.9,"₹1,000"
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,A/C Sleeper (2+1),18:51,9h 9m,04:00,2 Seats,1.9,"₹1,200"
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,Non AC Seater (2+2),18:30,8h,02:30,13 Seats,1.9,₹599
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Sai,A/C Seater / Sleeper (2+1),20:45,7h 30m,04:15,11 Seats,3.8,₹422
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Mahuli Travels,A/C Seater/Sleeper (2+1),21:00,7h,04:00,35 Seats,4.1,₹578
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Mahuli Travels,A/C Seater / Sleeper (2+1),21:00,7h,04:00,48 Seats,4.1,₹540
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),22:05,5h 55m,04:00,40 Seats,4.6,₹450
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Babuan Motors,A/C Seater / Sleeper (2+1),19:00,6h,01:00,20 Seats,1.7,₹400
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Jharkhand Paryatak,A/C Seater / Sleeper (2+1),20:30,7h,03:30,24 Seats,2.4,₹550
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,6h,02:40,48 Seats,2.4,₹486
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Puja Rath,A/C Seater / Sleeper (2+1),21:00,6h 30m,03:30,19 Seats,2.8,₹540
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:15,6h 15m,03:30,62 Seats,1.4,₹450
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Chandralok Travels,A/C Seater / Sleeper (2+1),21:20,6h 42m,04:02,47 Seats,1.3,₹400
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,Non AC Seater (2+2),21:35,4h 55m,02:30,13 Seats,1.9,₹599
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Krishna Rath,NON A/C Seater / Sleeper (2+2),22:30,6h 15m,04:45,52 Seats,0.0,₹400
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),18:30,7h,01:30,28 Seats,3.4,₹630
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:15,6h 5m,03:20,20 Seats,4.6,₹764
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Divya Rath,A/C Sleeper (2+1),20:15,6h 45m,03:00,31 Seats,4,₹900
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Rekha Luxury,A/C Seater / Sleeper (2+1),20:20,7h 40m,04:00,36 Seats,4.6,₹700
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Sleeper (2+1),20:27,6h 48m,03:15,12 Seats,4.6,₹810
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Rekha Luxury (Suba Travels),A/C Seater / Sleeper (2+1),20:30,7h,03:30,13 Seats,4.6,₹900
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,6h,02:30,42 Seats,3.6,₹600
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,7h 25m,04:50,15 Seats,4.6,₹675
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Pappu Travels (yvts),A/C Seater / Sleeper (2+2),21:30,6h,03:30,17 Seats,3.1,₹700
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:32,3h 3m,23:35,62 Seats,0.0,₹809
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,4h,01:00,24 Seats,1.4,"₹1,349"
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:15,6h 45m,04:00,4 Seats,1.9,₹800
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,AC Sleeper (2+1),21:25,6h,03:25,2 Seats,1.9,"₹1,000"
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,A/C Sleeper (2+1),21:30,6h 30m,04:00,2 Seats,1.9,"₹1,200"
Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),23:55,8h 25m,08:20,4 Seats,1.4,"₹1,170"
Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,7h 55m,05:30,2 Seats,1.9,"₹1,250"
Hazaribagh to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Tejas Maa Bhawani,A/C Sleeper (2+1),21:45,7h 30m,05:15,13 Seats,1.9,"₹2,000"
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Jyoti Bihar,Tata A/C Seater,18:35,3h 35m,22:10,38 Seats,2.6,₹300
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Yogmaya,NON A/C Seater / Sleeper (2+2),20:45,5h 45m,02:30,64 Seats,2.7,₹300
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Krishna City and Cargo,A/C Seater / Sleeper (2+1),20:00,5h,01:00,26 Seats,3.5,₹600
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,5h,01:00,20 Seats,3,₹555
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Shree Krishna Tours,A/C Seater / Sleeper (2+1),20:25,3h 20m,23:45,12 Seats,3.9,₹648
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Shree Krishna Tours,A/C Seater / Sleeper (2+2),20:30,3h 20m,23:50,45 Seats,3.9,₹509
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),20:55,2h 30m,23:25,22 Seats,4,₹630
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:25,3h 30m,01:55,5 Seats,4,₹720
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:00,2h 45m,22:45,1 Seats,1.4,₹810
Patna (Bihar) to Darbhanga,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Shree Sai Krishna Luxury And Comfort,A/C Seater / Sleeper (2+1),21:15,4h 45m,02:00,8 Seats,2.4,₹700
Patna (Bihar) to Jaynagar (Bihar),https://www.redbus.in/bus-tickets/patna-to-jaynagar,Bihar state road transport corporation (BSRTC) - 182420,NON A/C Seater Push Back (2+2),22:25,5h 40m,04:05,11 Seats,3.7,₹285
